sentence_id	words	labels
0	Dutch	B-LANGUAGE
0	and	O
0	I	O
0	picked	O
0	up	O
0	how	O
0	to	O
0	speak	O
0	the	O
0	language	O
0	as	O
0	the	O
0	locals	O
0	did	O
0	.	O
0	This	O
0	was	O
0	very	O
0	important	O
0	later	O
0	on	O
0	in	O
0	terms	O
0	of	O
0	disguising	O
0	myself	O
0	to	O
0	fit	O
0	in	O
0	.	O
0	Later	O
0	I	O
0	went	O
0	on	O
0	to	O
0	work	O
0	at	O
0	the	O
0	company\	O
0	headquarters	O
0	.	O
0	When	O
0	the	O
0	Germans	O
0	invaded	O
0	Holland	B-GPE
0	on	O
0	11	B-DATE
0	May	I-DATE
0	1940	I-DATE
0	I	O
0	knew	O
0	exactly	O
0	what	O
0	this	O
0	would	O
0	mean	O
0	for	O
0	me	O
0	as	O
0	a	O
0	Jew	O
0	.	O
0	To	O
0	start	O
0	with	O
0	I	O
0	carried	O
0	on	O
0	with	O
0	my	O
0	employment	O
0	as	O
0	a	O
0	mid	O
0	level	O
0	employee	O
0	at	O
0	a	O
0	large	O
0	trading	O
0	company	O
0	.	O
0	I	O
0	did	O
0	not	O
0	have	O
0	Dutch	O
0	citizenship	O
0	.	O
0	The	O
0	Nazi\	O
0	first	O
0	approach	O
0	was	O
0	to	O
0	force	O
0	the	O
0	Jews	O
0	to	O
0	deliver	O
0	radios	O
0	and	O
0	bicycles	O
0	but	O
0	I	O
0	affected	O
0	by	O
0	this	O
0	in	O
0	the	O
0	beginning	O
0	.	O
0	After	O
0	the	O
0	Germans	O
0	marched	O
0	into	O
0	Amsterdam	B-GPE
0	a	O
0	suicide	O
0	epidemic	O
0	erupted	O
0	.	O
0	Two	O
0	of	O
0	my	O
0	friends	O
0	were	O
0	among	O
0	those	O
0	involved	O
0	in	O
0	this	O
0	but	O
0	one	O
0	was	O
0	stopped	O
0	before	O
0	it	O
0	was	O
0	too	O
0	late	O
0	.	O
0	Others	O
0	tried	O
0	to	O
0	flee	O
0	illegally	O
0	.	O
0	Basically	O
0	us	O
0	Jews	O
0	were	O
0	under	O
0	no	O
0	illusions	O
0	about	O
0	the	O
0	fate	O
0	that	O
0	awaited	O
0	us	O
0	.	O
0	At	O
0	this	O
0	time	O
0	I	O
0	was	O
0	a	O
0	member	O
0	of	O
0	the	O
0	KP	B-ORG
0	Neederlande	I-ORG
0	.	O
0	It	O
0	was	O
0	extremely	O
0	difficult	O
0	when	O
0	in	O
0	February	B-DATE
0	1941	I-DATE
0	the	O
0	so	O
0	called	O
0	Dutch	O
0	National	O
0	Socialist	O
0	Movement	O
0	–	O
0	presumably	O
0	on	O
0	the	O
0	Germans\	O
0	orders	O
0	–	O
0	started	O
0	a	O
0	small	O
0	scale	O
0	pogrom	O
0	in	O
0	Amsterdam	B-GPE
0	abusing	O
0	older	O
0	people	O
0	and	O
0	the	O
0	like	O
0	.	O
0	Us	O
0	Jews	O
0	in	O
0	Amsterdam	B-GPE
0	had	O
0	our	O
0	own	O
0	structure	O
0	that	O
0	reflected	O
0	that	O
0	in	O
0	place	O
0	amongst	O
0	the	O
0	population	O
0	at	O
0	large	O
0	.	O
0	So	O
0	we	O
0	had	O
0	Jewish	O
0	police	O
0	officers	O
0	Jewish	O
0	craftsmen	O
0	Jewish	O
0	scientists	O
0	and	O
0	Jewish	O
0	bank	O
0	directors	O
0	.	O
0	The	O
0	psychological	O
0	effects	O
0	of	O
0	this	O
0	were	O
0	as	O
0	follows	O
0	When	O
0	the	O
0	Nazis	O
0	smashed	O
0	up	O
0	Bank	O
0	Director	O
0	Cohn	B-PERSON
0	china	O
0	in	O
0	Frankfurt	B-GPE
0	his	O
0	response	O
0	may	O
0	well	O
0	have	O
0	been	O
0	Oh	O
0	well	O
0	as	O
0	long	O
0	as	O
0	that	O
0	all	O
0	that	O
0	happens	O
0	.	O
0	But	O
0	Postman	B-PERSON
0	Cohn	I-PERSON
0	or	O
0	Unemployed	O
0	Cohn	B-PERSON
0	in	O
0	Amsterdam	B-GPE
0	was	O
0	not	O
0	quite	O
0	so	O
0	calm	O
0	following	O
0	the	O
0	destruction	O
0	of	O
0	his	O
0	bed	O
0	given	O
0	that	O
0	items	O
0	had	O
0	been	O
0	taken	O
0	away	O
0	from	O
0	him	O
0	that	O
0	were	O
0	essential	O
0	to	O
0	his	O
0	life	O
0	.	O
0	The	O
0	outward	O
0	difference	O
0	here	O
0	was	O
0	that	O
0	the	O
0	neighbour	O
0	of	O
0	Mr	O
0	Bank	O
0	Director	B-MILITARY
0	Cohn	I-MILITARY
0	in	O
0	Frankfurt	B-GPE
0	would	O
0	either	O
0	have	O
0	been	O
0	a	O
0	man	O
0	in	O
0	a	O
0	similar	O
0	position	O
0	to	O
0	our	O
0	Mr	O
0	Cohn	B-PERSON
0	with	O
0	a	O
0	similar	O
0	way	O
0	of	O
0	thinking	O
0	or	O
0	perhaps	O
0	it	O
0	would	O
0	have	O
0	been	O
0	Postman	O
0	Müller	B-PERSON
0	who	O
0	would	O
0	have	O
0	told	O
0	himself	O
0	that	O
0	Mr	O
0	Bank	O
0	Director	O
0	got	O
0	what	O
0	he	O
0	deserved	O
0	.	O
0	The	O
0	neighbour	O
0	of	O
0	Postman	B-PERSON
0	Cohn	I-PERSON
0	in	O
0	Amsterdam	B-GPE
0	on	O
0	the	O
0	other	O
0	hand	O
0	would	O
0	have	O
0	been	O
0	Locksmith	B-PERSON
0	Jansen	I-PERSON
0	and	O
0	he	O
0	would	O
0	have	O
0	known	O
0	only	O
0	too	O
0	well	O
0	what	O
0	it	O
0	meant	O
0	2	O
0	to	O
0	be	O
0	robbed	O
0	of	O
0	things	O
0	vital	O
0	to	O
0	you	O
0	.	O
0	His	O
0	reaction	O
0	would	O
0	therefore	O
0	have	O
0	been	O
0	to	O
0	show	O
0	solidarity	O
0	.	O
0	The	O
0	result	O
0	of	O
0	all	O
0	this	O
0	was	O
0	that	O
0	a	O
0	large	O
0	number	O
0	of	O
0	Jewish	O
0	craftsmen	O
0	and	O
0	workers	O
0	stayed	O
0	with	O
0	their	O
0	families	O
0	in	O
0	the	B-DATE
0	days	I-DATE
0	that	O
0	followed	O
0	the	O
0	pogrom	O
0	and	O
0	defended	O
0	their	O
0	property	O
0	when	O
0	there	O
0	was	O
0	a	O
0	second	O
0	attempt	O
0	at	O
0	a	O
0	riot	O
0	of	O
0	this	O
0	kind	O
0	.	O
0	They	O
0	fought	O
0	back	O
0	against	O
0	the	O
0	members	O
0	of	O
0	the	O
0	Dutch	B-ORG
0	National	I-ORG
0	Socialist	I-ORG
0	Movement	O
0	beating	O
0	them	O
0	out	O
0	of	O
0	the	O
0	Jewish	O
0	quarter	O
0	which	O
0	had	O
0	existed	O
0	since	O
0	the	B-DATE
0	Middle	I-DATE
0	Ages	I-DATE
0	and	O
0	where	O
0	of	O
0	the	O
0	working	O
0	class	O
0	Jewish	O
0	population	O
0	had	O
0	continued	O
0	to	O
0	live	O
0	.	O
0	As	O
0	they	O
0	retreated	O
0	the	O
0	Dutch	O
0	Nazis	O
0	were	O
0	then	O
0	attacked	O
0	and	O
0	beaten	O
0	by	O
0	non	O
0	Jewish	O
0	workers	O
0	.	O
0	The	O
0	German	O
0	occupying	O
0	forces	O
0	who	O
0	were	O
0	yet	O
0	to	O
0	make	O
0	an	O
0	appearance	O
0	in	O
0	this	O
0	particular	O
0	situation	O
0	responded	O
0	by	O
0	detaining	O
0	and	O
0	deporting	O
0	Jews	O
0	predominantly	O
0	young	O
0	men	O
0	to	O
0	Mauthausen	B-CAMP
0	concentration	O
0	camp	O
0	.	O
0	Just	B-DATE
0	a	I-DATE
0	few	I-DATE
0	short	I-DATE
0	days	I-DATE
0	after	O
0	these	O
0	young	O
0	people	O
0	were	O
0	taken	O
0	away	O
0	their	O
0	families	O
0	received	O
0	the	O
0	news	O
0	that	O
0	they	O
0	had	O
0	all	O
0	died	O
0	from	O
0	heart	O
0	problems	O
0	.	O
0	Only	O
0	one	O
0	of	O
0	them	O
0	who	O
0	had	O
0	escaped	O
0	in	O
0	transit	O
0	and	O
0	returned	O
0	to	O
0	Amsterdam	B-GPE
0	was	O
0	reported	O
0	to	O
0	have	O
0	been	O
0	shot	O
0	while	O
0	trying	O
0	to	O
0	escape	O
0	.	O
0	The	O
0	population	O
0	of	O
0	Amsterdam	B-GPE
0	was	O
0	severely	O
0	emotionally	O
0	affected	O
0	and	O
0	responded	O
0	with	O
0	anger	O
0	.	O
0	A	O
0	general	O
0	strike	O
0	was	O
0	declared	O
0	and	O
0	the	O
0	KP	B-ORG
0	Neederlande	I-ORG
0	thought	O
0	to	O
0	have	O
0	instigated	O
0	it	O
0	.	O
0	All	O
0	business	O
0	in	O
0	Amsterdam	B-GPE
0	was	O
0	brought	O
0	to	O
0	a	O
0	complete	O
0	halt	O
0	for	O
0	around	B-TIME
0	24	I-TIME
0	hours	I-TIME
0	.	O
0	No	O
0	trams	O
0	or	O
0	other	O
0	public	O
0	transport	O
0	was	O
0	running	O
0	and	O
0	workers	O
0	walked	O
0	out	O
0	of	O
0	their	O
0	factories	O
0	salespeople	O
0	left	O
0	their	O
0	stores	O
0	and	O
0	office	O
0	workers	O
0	abandoned	O
0	their	O
0	offices	O
0	.	O
0	I	O
0	personally	O
0	been	O
0	told	O
0	about	O
0	the	O
0	planned	O
0	strike	O
0	beforehand	O
0	but	O
0	I	O
0	joined	O
0	in	O
0	as	O
0	soon	O
0	as	O
0	I	O
0	heard	O
0	about	O
0	it	O
0	by	O
0	leaving	O
0	work	O
0	in	O
0	such	O
0	a	O
0	way	O
0	that	O
0	made	O
0	the	O
0	others	O
0	follow	O
0	me	O
0	.	O
0	If	O
0	you	O
0	ask	O
0	me	O
0	there	O
0	were	O
0	a	O
0	lot	O
0	of	O
0	victims	O
0	from	O
0	this	O
0	one	B-DATE
0	day	I-DATE
0	strike	O
0	since	O
0	the	O
0	Nazis	O
0	just	O
0	sit	O
0	back	O
0	and	O
0	accept	O
0	it	O
0	.	O
0	In	O
0	fact	O
0	taking	O
0	this	O
0	stand	O
0	was	O
0	a	O
0	really	O
0	important	O
0	move	O
0	as	O
0	far	O
0	as	O
0	the	O
0	resistance	O
0	against	O
0	the	O
0	Germans	O
0	was	O
0	concerned	O
0	because	O
0	it	O
0	showed	O
0	the	O
0	Dutch	O
0	population	O
0	that	O
0	resistance	O
0	was	O
0	a	O
0	viable	O
0	option	O
0	.	O
0	Plus	O
0	the	O
0	fact	O
0	that	O
0	people	O
0	have	O
0	to	O
0	be	O
0	affiliated	O
0	to	O
0	a	O
0	particular	O
0	political	O
0	party	O
0	in	O
0	order	O
0	to	O
0	join	O
0	in	O
0	with	O
0	the	O
0	strike	O
0	meant	O
0	that	O
0	even	O
0	people	O
0	based	O
0	outside	O
0	of	O
0	Amsterdam	B-GPE
0	who	O
0	even	O
0	actively	O
0	involved	O
0	in	O
0	it	O
0	then	O
0	felt	O
0	morally	O
0	obliged	O
0	to	O
0	take	O
0	part	O
0	in	O
0	some	O
0	form	O
0	of	O
0	resistance	O
0	against	O
0	the	O
0	German	O
0	occupying	O
0	forces	O
0	.	O
0	The	O
0	repressive	O
0	measures	O
0	now	O
0	being	O
0	enforced	O
0	by	O
0	the	O
0	Germans	O
0	only	O
0	encouraged	O
0	this	O
0	reaction	O
0	.	O
0	They	O
0	were	O
0	initially	O
0	only	O
0	aimed	O
0	at	O
0	the	O
0	Jews	O
0	who	O
0	were	O
0	oppressed	O
0	further	O
0	shortly	O
0	after	O
0	this	O
0	time	O
0	.	O
0	As	O
0	business	O
0	had	O
0	come	O
0	to	O
0	a	O
0	complete	O
0	standstill	O
0	particularly	O
0	within	O
0	my	O
0	line	O
0	of	O
0	work	O
0	I	O
0	took	O
0	a	O
0	course	O
0	on	O
0	autogenous	O
0	welding	O
0	and	O
0	also	O
0	went	O
0	to	O
0	a	O
0	specialist	O
0	school	O
0	for	O
0	metal	O
0	workers	O
0	.	O
0	This	O
0	gave	O
0	me	O
0	a	O
0	way	O
0	to	O
0	get	O
0	closer	O
0	to	O
0	the	O
0	working	O
0	population	O
0	of	O
0	the	O
0	city	O
0	.	O
0	Although	O
0	I	O
0	had	O
0	absolutely	O
0	no	O
0	clue	O
0	about	O
0	the	O
0	ins	O
0	and	O
0	outs	O
0	I	O
0	was	O
0	gradually	O
0	becoming	O
0	convinced	O
0	that	O
0	all	O
0	of	O
0	us	O
0	Jews	O
0	were	O
0	going	O
0	to	O
0	either	O
0	be	O
0	murdered	O
0	or	O
0	end	O
0	up	O
0	dying	O
0	in	O
0	a	O
0	concentration	O
0	camp	O
0	somewhere	O
0	anyway	O
0	if	O
0	the	O
0	war	O
0	3	O
0	end	O
0	with	O
0	the	O
0	Germans	O
0	being	O
0	defeated	O
0	soon	O
0	.	O
0	As	O
0	the	O
0	developments	O
0	at	O
0	the	O
0	front	O
0	made	O
0	it	O
0	look	O
0	unlikely	O
0	that	O
0	the	O
0	war	O
0	would	O
0	be	O
0	coming	O
0	to	O
0	an	O
0	end	O
0	in	O
0	the	O
0	foreseeable	O
0	future	O
0	I	O
0	made	O
0	the	O
0	decision	O
0	to	O
0	die	O
0	standing	O
0	.	O
0	I	O
0	had	O
0	joined	O
0	the	O
0	KP	B-ORG
0	Neederlande	I-ORG
0	just	O
0	after	O
0	the	O
0	Nazis	O
0	came	O
0	to	O
0	power	O
0	in	O
0	Germany	B-GPE
0	.	O
0	Up	O
0	to	O
0	this	O
0	point	O
0	my	O
0	involvement	O
0	in	O
0	the	O
0	party	O
0	extended	O
0	beyond	O
0	taking	O
0	part	O
0	in	O
0	Marxist	O
0	training	O
0	courses	O
0	and	O
0	getting	O
0	involved	O
0	in	O
0	providing	O
0	aid	O
0	to	O
0	Jewish	O
0	and	O
0	non	O
0	Jewish	O
0	emigrants	O
0	.	O
0	It	O
0	was	O
0	showing	O
0	anti	O
0	Fascist	O
0	solidarity	O
0	without	O
0	a	O
0	party	O
0	specific	O
0	.	O
0	One	B-TIME
0	evening	I-TIME
0	we	O
0	were	O
0	in	O
0	a	O
0	class	O
0	being	O
0	taught	O
0	about	O
0	the	O
0	Communist	O
0	manifesto	O
0	by	O
0	a	O
0	German	O
0	Communist	O
0	when	O
0	there	O
0	was	O
0	a	O
0	knock	O
0	at	O
0	the	O
0	door	O
0	.	O
0	One	O
0	of	O
0	our	O
0	comrades	O
0	came	O
0	in	O
0	and	O
0	took	O
0	the	O
0	course	O
0	instructor	O
0	out	O
0	of	O
0	the	O
0	room	O
0	.	O
0	The	O
0	latter	O
0	came	O
0	back	O
0	in	O
0	shortly	O
0	and	O
0	announced	O
0	going	O
0	to	O
0	Spain	B-GPE
0	.	O
0	He	O
0	turned	O
0	to	O
0	me	O
0	and	O
0	said	O
0	You	O
0	can	O
0	take	O
0	over	O
0	with	O
0	the	O
0	rest	O
0	of	O
0	the	O
0	teaching	O
0	.	O
0	My	O
0	immediate	O
0	response	O
0	was	O
0	that	O
0	I	O
0	had	O
0	enough	O
0	training	O
0	myself	O
0	.	O
0	He	O
0	replied	O
0	If	O
0	I	O
0	can	O
0	decide	O
0	to	O
0	go	O
0	to	O
0	Spain	B-GPE
0	in	O
0	less	B-TIME
0	than	I-TIME
0	10	I-TIME
0	minutes	I-TIME
0	you	O
0	can	O
0	prepare	O
0	yourself	O
0	to	O
0	teach	O
0	the	O
0	rest	O
0	of	O
0	the	O
0	course	O
0	in	O
0	that	O
0	time	O
0	too	O
0	.	O
0	Of	O
0	course	O
0	that	O
0	was	O
0	long	O
0	before	O
0	the	B-EVENT
0	Second	I-EVENT
0	World	I-EVENT
0	War	I-EVENT
0	broke	O
0	out	O
0	.	O
0	Shortly	O
0	after	O
0	the	O
0	strike	O
0	I	O
0	mentioned	O
0	before	O
0	one	O
0	KP	B-ORG
0	member	O
0	came	O
0	to	O
0	me	O
0	to	O
0	ask	O
0	if	O
0	I	O
0	would	O
0	be	O
0	willing	O
0	to	O
0	join	O
0	in	O
0	with	O
0	the	O
0	illegal	O
0	fight	O
0	against	O
0	the	O
0	Nazis	O
0	.	O
0	I	O
0	agreed	O
0	to	O
0	be	O
0	part	O
0	of	O
0	the	O
0	fight	O
0	and	O
0	was	O
0	tasked	O
0	with	O
0	putting	O
0	together	O
0	a	O
0	group	O
0	that	O
0	I	O
0	would	O
0	first	O
0	have	O
0	to	O
0	teach	O
0	about	O
0	the	O
0	views	O
0	on	O
0	the	O
0	need	O
0	for	O
0	a	O
0	resistance	O
0	movement	O
0	and	O
0	what	O
0	form	O
0	this	O
0	should	O
0	take	O
0	.	O
0	However	O
0	I	O
0	was	O
0	only	O
0	given	O
0	very	O
0	little	O
0	in	O
0	the	O
0	way	O
0	of	O
0	instructions	O
0	from	O
0	the	O
0	top	O
0	so	O
0	that	O
0	I	O
0	would	O
0	be	O
0	able	O
0	to	O
0	stick	O
0	to	O
0	my	O
0	task	O
0	of	O
0	bringing	O
0	people	O
0	up	O
0	to	O
0	speed	O
0	on	O
0	the	O
0	ideology	O
0	.	O
0	I	O
0	have	O
0	to	O
0	say	O
0	that	O
0	this	O
0	bringing	O
0	people	O
0	up	O
0	to	O
0	speed	O
0	was	O
0	definitely	O
0	influenced	O
0	significantly	O
0	by	O
0	my	O
0	own	O
0	Marxist	O
0	beliefs	O
0	which	O
0	did	O
0	not	O
0	necessarily	O
0	strictly	O
0	follow	O
0	the	O
0	teachings	O
0	of	O
0	the	O
0	party	O
0	.	O
0	I	O
0	was	O
0	very	O
0	much	O
0	of	O
0	the	O
0	belief	O
0	that	O
0	anything	O
0	that	O
0	would	O
0	strengthen	O
0	the	O
0	resistance	O
0	was	O
0	good	O
0	and	O
0	anyone	O
0	willing	O
0	to	O
0	respond	O
0	to	O
0	the	O
0	call	O
0	to	O
0	arms	O
0	was	O
0	welcome	O
0	regardless	O
0	of	O
0	their	O
0	motivation	O
0	.	O
0	And	O
0	it	O
0	was	O
0	by	O
0	following	O
0	these	O
0	principles	O
0	that	O
0	I	O
0	succeeded	O
0	.	O
0	I	O
0	was	O
0	then	O
0	entrusted	O
0	with	O
0	designing	O
0	and	O
0	printing	O
0	flyers	O
0	.	O
0	In	O
0	the	O
0	meantime	O
0	the	O
0	situation	O
0	had	O
0	progressed	O
0	to	O
0	the	O
0	point	O
0	that	O
0	it	O
0	was	O
0	suggested	O
0	that	O
0	the	O
0	Jewish	O
0	employees	O
0	at	O
0	my	O
0	company	O
0	around	O
0	12	O
0	to	O
0	15	O
0	people	O
0	should	O
0	leave	O
0	I	O
0	was	O
0	actually	O
0	only	O
0	still	O
0	part	O
0	of	O
0	the	O
0	company	O
0	nominally	O
0	as	O
0	there	O
0	was	O
0	still	O
0	the	O
0	option	O
0	of	O
0	a	O
0	settlement	O
0	being	O
0	paid	O
0	out	O
0	at	O
0	this	O
0	stage	O
0	but	O
0	there	O
0	was	O
0	some	O
0	speculation	O
0	about	O
0	them	O
0	maybe	O
0	having	O
0	to	O
0	let	O
0	us	O
0	go	O
0	in	O
0	a	B-DATE
0	few	I-DATE
0	weeks	I-DATE
0	without	O
0	this	O
0	payment	O
0	.	O
0	At	O
0	this	O
0	point	O
0	unemployed	O
0	people	O
0	in	O
0	Holland	B-GPE
0	were	O
0	forced	O
0	to	O
0	go	O
0	to	O
0	Germany	B-GPE
0	as	O
0	foreign	O
0	labourers	O
0	so	O
0	the	O
0	majority	O
0	of	O
0	Dutch	O
0	companies	O
0	held	O
0	on	O
0	to	O
0	their	O
0	staff	O
0	even	O
0	when	O
0	there	O
0	enough	O
0	work	O
0	for	O
0	them	O
0	.	O
0	This	O
0	was	O
0	the	O
0	case	O
0	at	O
0	the	O
0	company	O
0	I	O
0	worked	O
0	for	O
0	.	O
0	We	O
0	the	O
0	Jewish	O
0	contingent	O
0	at	O
0	work	O
0	decided	O
0	to	O
0	accept	O
0	the	O
0	management	O
0	offer	O
0	4	O
0	to	O
0	take	O
0	six	B-DATE
0	months	I-DATE
0	pay	O
0	but	O
0	leave	O
0	immediately	O
0	.	O
0	And	O
0	I	O
0	want	O
0	to	O
0	add	O
0	at	O
0	this	O
0	point	O
0	that	O
0	I	O
0	and	O
0	others	O
0	received	O
0	financial	O
0	support	O
0	from	O
0	the	O
0	Directors	O
0	later	O
0	down	O
0	the	O
0	line	O
0	.	O
0	It	O
0	was	O
0	around	O
0	this	O
0	time	O
0	that	O
0	the	O
0	Jewish	O
0	star	O
0	badges	O
0	were	O
0	introduced	O
0	in	O
0	Holland	B-GPE
0	and	O
0	I	O
0	wore	O
0	one	O
0	myself	O
0	for	O
0	a	B-DATE
0	few	I-DATE
0	weeks	I-DATE
0	.	O
0	After	O
0	being	O
0	mobbed	O
0	and	O
0	threatened	O
0	by	O
0	German	O
0	soldiers	O
0	and	O
0	officers	O
0	though	O
0	I	O
0	decided	O
0	to	O
0	resolve	O
0	this	O
0	issue	O
0	by	O
0	no	O
0	longer	O
0	wearing	O
0	the	O
0	Jewish	O
0	star	O
0	.	O
0	1941	B-DATE
0	was	O
0	drawing	O
0	to	O
0	a	O
0	close	O
0	when	O
0	I	O
0	heard	O
0	that	O
0	the	O
0	Gestapo	B-ORG
0	and	O
0	Green	B-ORG
0	Police	I-ORG
0	were	O
0	starting	O
0	to	O
0	arrest	O
0	Jews	O
0	with	O
0	German	O
0	citizenship	O
0	.	O
0	A	O
0	concentration	O
0	camp	O
0	had	O
0	already	O
0	been	O
0	set	O
0	up	O
0	for	O
0	these	O
0	Jews	O
0	in	O
0	Westerbork	B-GPE
0	.	O
0	According	O
0	to	O
0	my	O
0	reliable	O
0	sources	O
0	there	O
0	actually	O
0	any	O
0	particular	O
0	atrocities	O
0	to	O
0	report	O
0	of	O
0	there	O
0	–	O
0	at	O
0	least	O
0	back	O
0	then	O
0	–	O
0	because	O
0	everyone	O
0	was	O
0	sent	O
0	on	O
0	elsewhere	O
0	from	O
0	there	O
0	.	O
0	I	O
0	decided	O
0	that	O
0	I	O
0	needed	O
0	to	O
0	disappear	O
0	and	O
0	from	O
0	that	O
0	moment	O
0	on	O
0	I	O
0	was	O
0	living	O
0	illegally	O
0	.	O
0	This	O
0	marked	O
0	the	O
0	start	O
0	of	O
0	a	O
0	new	O
0	phase	O
0	in	O
0	my	O
0	life	O
0	.	O
0	At	O
0	the	O
0	time	O
0	I	O
0	knew	O
0	an	O
0	old	O
0	woman	O
0	–	O
0	she	O
0	was	O
0	a	O
0	non	O
0	Jewish	O
0	German	O
0	–	O
0	who	O
0	was	O
0	doing	O
0	very	O
0	badly	O
0	indeed	O
0	.	O
0	I	O
0	had	O
0	been	O
0	paying	O
0	the	O
0	rent	O
0	on	O
0	her	O
0	small	O
0	apartment	O
0	for	O
0	a	O
0	long	O
0	time	O
0	having	O
0	been	O
0	prompted	O
0	to	O
0	help	O
0	out	O
0	by	O
0	some	O
0	Dutch	B-LANGUAGE
0	friends	O
0	.	O
0	I	O
0	offered	O
0	to	O
0	kit	O
0	this	O
0	woman\	O
0	home	O
0	out	O
0	with	O
0	my	O
0	furniture	O
0	and	O
0	she	O
0	accepted	O
0	.	O
0	Then	O
0	when	O
0	they	O
0	started	O
0	to	O
0	search	O
0	Jews\	O
0	homes	O
